gene_id,gene_name,S231145,S231288,S231447,S231491,S231603,VN_0005,VN_0007,VN_0012,VN_0085,VN_0188,VN_0413,VN_0812,VN_0822
ENSG00000136488.14,CSH1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136490.8,LIMD2,7960,12686.001,8459,13513,13369.001,3370.999,3839.999,3250.999,7214,4901,4821,3721.999,4531.998
ENSG00000136492.8,BRIP1,66,78,61,72,99,59,48,52,64,37,60,53,46
ENSG00000136504.11,KAT7,2385.998,3280,2470,3218.001,2930,2041.001,1762.999,2282.001,1941,3217,2942.001,1926,1605.001
ENSG00000136514.2,RTP4,161,285,193,310,209,144,162,64,404,61,189,276,154
ENSG00000136518.16,ACTL6A,248.999,312.002,203.999,314,236.001,224,141,139,216,101,136.001,175.001,186.999
ENSG00000136521.12,NDUFB5,431,761,437.001,629.999,538,553.001,407,268,879.999,416,347,399,415
ENSG00000136522.13,MRPL47,184.001,257,161,196,181,133,99,102,163,107,111,121,104
ENSG00000136527.17,TRA2B,3062.001,4002,2569,3909,2912.999,2776,2451.001,6145,2254.999,3420.999,4012.001,2582.999,2328.997
ENSG00000136531.13,SCN2A,4,0,3,6,3,2,1,2,3,0,0,2,1
ENSG00000136535.14,TBR1,5,1,2,2,0,0,0,0,0,0,2,1,0
ENSG00000136536.14,MARCH7,3688,5323,5873,5542.002,5292,4003.001,4903,2854,3964.999,5707.999,5367.999,3820,4931
ENSG00000136541.14,ERMN,43,67,78,100,69,54,42,305,31,211,215,43,71
ENSG00000136542.8,GALNT5,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000136546.13,SCN7A,1,1,3,3,0,2,0,1,9,0,5,5,1
ENSG00000136560.13,TANK,1095.999,1404.001,1605,1298.999,1285.001,796,1177.999,822,660.999,960,1255.001,921.002,997
ENSG00000136573.12,BLK,648.001,351,657,735,610,157,154,158.001,186,183,173,185,152
ENSG00000136574.17,GATA4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136603.13,SKIL,1228,1580.001,1918,1361,1228.999,1059,1055.999,1549.001,1102,1712,3371.998,986.998,970
ENSG00000136628.17,EPRS,1863,2688,1536,2330,1950,1506,1096,785,1656,1115,811,1174,883
ENSG00000136630.12,HLX,1175,1243,2049.001,1392.999,1469.001,449,682,271.001,458.999,555,233.001,711,980.999
ENSG00000136631.12,VPS45,429.999,573.999,410.001,606.999,365.002,464,356,222.999,327,233.001,257.001,328,329.999
ENSG00000136634.5,IL10,1,3,0,3,2,3,0,0,0,0,0,1,10
ENSG00000136636.12,KCTD3,56,106,62,117,73,80,83,58,65,62,29,45,53
ENSG00000136643.11,RPS6KC1,515,809.001,582.001,711,705.999,534,423,320.999,479,337.001,348.999,395,439.001
ENSG00000136682.14,CBWD2,695.192,612.821,602.866,752.149,462.448,494.539,419.417,254.452,448.448,300.747,455.603,431.703,500.207
ENSG00000136688.10,IL36G,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136689.18,IL1RN,1377,1835,1897.001,1802,2621.999,1083,2098,1398,1167,1426.999,3568.001,1557,1441
ENSG00000136694.8,IL36A,0,1,0,1,0,0,0,3,0,0,0,1,1
ENSG00000136695.14,IL36RN,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136696.10,IL36B,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136697.12,IL1F10,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136698.8,CFC1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136699.19,SMPD4,875.837,1319.027,671.029,1261.725,1052.784,395.647,366.638,398.022,439.055,427.54,410.878,356.828,331.007
ENSG00000136709.11,WDR33,2018,2598,1922,2379.001,2124,1496,1316.001,1290,1236,1361.001,1369.001,1506,1208
ENSG00000136710.9,CCDC115,536,835,410,794,689.001,405,337.999,248,466,383,395,347,282
ENSG00000136715.17,SAP130,688,830,918,745.001,657,342.001,434,319.001,215,362.001,353.999,313,266
ENSG00000136717.14,BIN1,2004.001,2405,1531.001,2288.999,1547.999,631.001,568.001,411.999,1103,722.999,407,736.001,363.001
ENSG00000136718.9,IMP4,464,622,337,640,534.001,319,260.001,199.001,213,218,180,259.999,229.001
ENSG00000136720.6,HS6ST1,620,714.62,553,764.766,634,337,193,276,304,302,226,259,352
ENSG00000136731.12,UGGT1,3508,4397.001,3344,4297,3781,3091,2478.999,1815.001,3090.999,2799.001,2215.001,2542,2253.999
ENSG00000136732.14,GYPC,372,548,364,575,387.999,132.999,148,163,98,173,164,137,116.999
ENSG00000136738.14,STAM,369,495,435,368.001,298.001,303,280,245.001,332,368,307.999,313,234
ENSG00000136750.11,GAD2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136754.16,ABI1,1557.999,2223,2107,2078,1727,1845,2006.999,1504,1485,2306,1933,1699,1642
ENSG00000136758.18,YME1L1,2473,3749,3037.001,3501.999,2868,2577.001,2377.001,1869,2876,2900.001,2666,2162,1976
ENSG00000136770.10,DNAJC1,405,520,529,427,401,149,139,95,161,125,99,176.999,78
ENSG00000136783.9,NIPSNAP3A,204,372,188,297,253,289,202,198,323,242,307,184,282
ENSG00000136802.11,LRRC8A,930,1390,895,1131,1166,512,378,421,576,725,641,452,445
ENSG00000136807.11,CDK9,1283.999,1889,1210.999,1550.999,1459,668,639,678.999,773,710,785.999,627.999,518
ENSG00000136810.12,TXN,506,978,794,834,1109,499,634,419.001,1294,1036,781,571,790
ENSG00000136811.16,ODF2,624,933.999,590,738.001,678,279,245.999,177,233.001,210.001,213,268,204.001
ENSG00000136813.14,KIAA0368,1910.001,3108,1963.999,2513,2317,1689.001,1330.001,1070,1409.001,1391.999,1440,1264,1147
ENSG00000136816.15,TOR1B,741,1359.001,1272.999,968,1476,588,449,263,1469.001,513.001,1549,876,432
ENSG00000136819.14,C9orf78,716,1038,704,827,656.001,369,360,317.001,343,523.001,460,369,199
ENSG00000136824.18,SMC2,313,398,282,373.999,260.999,225,152,140,209,135,110.001,207,114
ENSG00000136826.14,KLF4,1342,1455.999,1182,1402.001,882,670,1002.998,329,556,376,376,336.999,502
ENSG00000136827.11,TOR1A,689,1063,1003,846,1002.001,553.001,509,278.001,643,528,832,492.001,498.001
ENSG00000136828.18,RALGPS1,224,350,271,312,338,200,142,119,106.002,137.002,128,191.999,147
ENSG00000136830.11,FAM129B,861,1171,641,1564.001,1198,579,450.999,356,716,360.999,526.001,254,475
ENSG00000136834.3,OR1J1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136839.1,OR13C9,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000136840.18,ST6GALNAC4,147,210,163,200.999,219,59,58.999,76,112.001,93.001,125,70,72.999
ENSG00000136842.13,TMOD1,50,67,52,39,35,43,22,44,24,14,28,46,65
ENSG00000136848.16,DAB2IP,16,80,24,19,16,18,6,5,12,6,3,16,15.001
ENSG00000136854.17,STXBP1,41.999,66,10,53,43,15,25,17,19,23,15,14,3
ENSG00000136856.17,SLC2A8,96,101,75,103.999,85.001,26.999,26.001,36.999,68.999,28,39,45.999,35
ENSG00000136859.9,ANGPTL2,2,0,5,5,1,1,0,0,0,1,0,0,0
ENSG00000136861.17,CDK5RAP2,1155.001,1496,1018,1464,1245,622.001,475,451.001,580.998,503.999,543,611.999,485.999
ENSG00000136866.13,ZFP37,47,114,46,39,72,48,31,30,70,19,21,68,50
ENSG00000136867.10,SLC31A2,877,1844,2592,2079,1661,1295,1508,506,1017,605,798,1484,1417
ENSG00000136868.10,SLC31A1,591,1063,1057,914,762,956,790,383,639,716,746,515,917
ENSG00000136869.13,TLR4,6918.999,9415,11439.999,10504,10800,9779,10219.001,8300.999,7528,10431,13510.001,8065,12841
ENSG00000136870.10,ZNF189,351,680,400,515,492,366,308,180,426,205,291,343,274
ENSG00000136872.17,ALDOB,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136874.10,STX17,474.001,886.999,494,774,603.999,419,362,260,578,405,457,458,285
ENSG00000136875.12,PRPF4,357,644,423,593,470,384,284,139,299,263,190,288,249
ENSG00000136877.14,FPGS,579,922,347.998,832.001,763.002,297,196,231,381,238,279,232,220.999
ENSG00000136878.12,USP20,1511,2627,1186.001,2268.001,2356,851,750.999,484,1120.999,579,636.999,916,759
ENSG00000136881.11,BAAT,0,1,0,0,1,0,0,1,0,2,1,0,0
ENSG00000136883.12,KIF12,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136888.6,ATP6V1G1,736,862,1026,835,630,589,547,454,670,809,794,537,382
ENSG00000136891.13,TEX10,398,425,286,395,326,323.999,226,192.001,283,166,236.001,303.001,198
ENSG00000136895.18,GARNL3,39,39,14,29,31,28,25,10.999,10,11,5,17.001,13
ENSG00000136897.7,MRPL50,317,401,267,402,334,309,191,121,328,156,168,265,176
ENSG00000136908.17,DPM2,267.001,383.001,176,309,278,137.001,150,122,113.001,92,202,127,70
ENSG00000136918.7,WDR38,0,0,1,4,3,0,0,0,0,0,0,0,0
ENSG00000136925.14,TSTD2,304,431.001,207.999,343,284.001,295,178,177,210,188,145.001,252,166
ENSG00000136928.4,GABBR2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136929.12,HEMGN,88,89,107,83,64,47,35,213,41,44,83,17,158
ENSG00000136930.12,PSMB7,383,664,407,584,531,421,329,256,604,398,335,280,299
ENSG00000136931.9,NR5A1,1,2,4,0,3,1,0,1,0,0,3,0,0
ENSG00000136932.13,C9orf156,389,585,413,519,502,295.001,294,424,352,271,470.999,279,275
ENSG00000136933.16,RABEPK,88,249,217,240,164,116,98,67,132.999,87,35,104.999,156
ENSG00000136935.13,GOLGA1,482.668,786,547.342,562.671,574.001,373,348.597,220,328.424,260,263,405.261,397
ENSG00000136936.10,XPA,162,214,141,141,134,143,87,117.999,107,100,67,119,35
ENSG00000136937.12,NCBP1,834,1174,762,1100,832,799,577,519,711,438,536,689,487
ENSG00000136938.8,ANP32B,1174,2286.001,1300,1939,1411,743,702,542,945,871,527,711,321
ENSG00000136939.1,OR1L4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136940.13,PDCL,255,344,259,325,221,261,150,200,280,209,218,189,135
ENSG00000136942.14,RPL35,3551,4347,2396,3169.001,2707,797,1221,541,1249.999,1052.001,799,1070,623
ENSG00000136943.10,CTSV,1,0,0,4,0,0,0,0,3,2,1,0,0
ENSG00000136944.17,LMX1B,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000136950.13,ARPC5L,438,594,356,501,512,286,217,354.999,442.001,394,254,223.999,155
ENSG00000136960.12,ENPP2,20,33,15,56,32,20,15,21,19,18,51.001,28,23
ENSG00000136982.5,DSCC1,1,7,6,24,13,3,3,8,12,3,2,8,5
ENSG00000136986.9,DERL1,1636,1905,1378,1668,1401,1271,818.999,1154,942.001,1282.001,1205.001,1019,1006
ENSG00000136997.14,MYC,1077,1939.999,594,1475,1199,384,439,207,409,330.999,189,375.999,266
ENSG00000136999.4,NOV,154,275,398,225,248,131,325,161,142,257,187,133,235
ENSG00000137033.11,IL33,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137038.7,TMEM261,192,305,159,201,188,142,109,118,136,96,107,126,64
ENSG00000137040.9,RANBP6,886,1242.999,708,1173,883,912,683,930,1101.999,1069,1029,867,637
ENSG00000137054.15,POLR1E,238,491,175,358,255,205,123,94,190,126,114,173.001,93
ENSG00000137055.14,PLAA,539.999,872.001,584,737,585,532,385.001,389,437.999,545,564,402.999,309
ENSG00000137070.17,IL11RA,722.894,1115.561,441.59,1044.88,1197.356,383.499,289.239,328.353,297.008,205.759,351.666,434.623,341.135
ENSG00000137073.20,UBAP2,584,698.002,671,700,445.001,345,318.999,311.001,226,288.001,237,335,175
ENSG00000137074.18,APTX,167,270.999,169,234,253.001,179,128,83.001,216.001,123,87.001,135,140.999
ENSG00000137075.17,RNF38,1957,2476,2202,2112,2040,1868,1620,1531.001,1628.001,3039,2141,1548.999,1561
ENSG00000137076.18,TLN1,31769.999,50992,38739,43300.001,50387,20220.001,23181.999,14423,28773,25295.001,22587.001,15438,19566.001
ENSG00000137077.7,CCL21,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137078.8,SIT1,350,563,215,437.999,421,165,146,59,334,79,89,171,117
ENSG00000137080.4,IFNA21,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137090.11,DMRT1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137094.14,DNAJB5,83,181,296,147,101,50,62.001,19,14,41,30,76,67
ENSG00000137098.13,SPAG8,25,37,11,33,22,13,17,11,11,17,8,13,23
ENSG00000137100.15,DCTN3,440,610,441,596,650,353.999,287.001,245.001,317,363.999,276.999,300.999,284
ENSG00000137101.12,CD72,264,220,290,340,278.999,144,103.001,55,72,48,33,100.999,61.001
ENSG00000137103.16,TMEM8B,90,155,66,132,96,45,61.999,44,70,49,45,60,48
ENSG00000137106.17,GRHPR,635.839,561.002,535.002,756.002,716.999,282.249,329,216.784,208,275.001,195,278,156.46
ENSG00000137124.6,ALDH1B1,101,176,65,134,117,89,56,38,139,56,49,60,41
ENSG00000137133.10,HINT2,126.001,195,76,173.999,142.999,38,45,27,76,35,40.999,46,42
ENSG00000137135.17,ARHGEF39,22,21,13,14,23,7.001,3,6,11,4,2,11,4
ENSG00000137142.4,IGFBPL1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137145.20,DENND4C,2015.001,2586.999,1719.999,2157.999,1596.999,1881.001,1271,1286.001,1613,1196,1265,1471.001,1322
ENSG00000137154.12,RPS6,12152.999,23637,9491,18021,14661,4744,6481,3707.999,8652,6290.001,5119.999,5982,3385
ENSG00000137161.16,CNPY3,2401,4375,3792,3565,3371,996,1582,613,1336,1230,1163,1066,1116
ENSG00000137166.14,FOXP4,440,416,389,367,367,113,107,85,87,86,127,90,75
ENSG00000137168.7,PPIL1,111,163,90,124,102,74,81,32,88,47,42,53,72
ENSG00000137171.14,KLC4,260.002,412.001,263.001,414.001,402,169.999,155.999,110.999,187.001,109,120.999,183.002,88
ENSG00000137177.18,KIF13A,1670.001,2445.999,3591.001,2205.999,2134,1297.999,1741,872,1545,2134.999,1475,1385,1667
ENSG00000137185.11,ZSCAN9,162,149.999,171.999,206,150,118,109,83,105,92,115,78.001,78
ENSG00000137193.13,PIM1,4398.001,5969,3682.001,5745,4838,2403.999,2353,1284.999,2868,2754,4099,2623,2420
ENSG00000137198.9,GMPR,107,184,74,81,128,44,39,81,108,49,157,35,115
ENSG00000137200.12,CMTR1,1622,2647,1671,2230.999,2386.001,1028.999,1194.999,653,1755,698,1735.001,1519,846
ENSG00000137203.10,TFAP2A,1,2,0,0,0,1,2,0,0,1,1,0,3
ENSG00000137204.14,SLC22A7,1,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000137207.11,YIPF3,1192,2210.999,1908,2001.001,2277.001,938.999,1185.001,586.999,1034.001,1081.001,1026.001,909,1101.999
ENSG00000137210.13,TMEM14B,274.001,489,216,365,358.999,267.001,277.001,204,369,289.995,271,251,246.999
ENSG00000137216.18,TMEM63B,420.999,385.999,331,424.999,364.001,156,153.999,121.999,121,114,100.999,139,155.999
ENSG00000137218.10,FRS3,96,139,71,113,89,37,35,23,39,36,23,41,29
ENSG00000137221.14,TJAP1,584,980,556,903.001,934.001,404,291,205.999,401.001,228,198.999,309.999,203
ENSG00000137225.12,CAPN11,2,6,1,2,9,1,0,6,3,6,5,0,2
ENSG00000137251.15,TINAG,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137252.9,HCRTR2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137261.13,KIAA0319,109,70,98.999,153,188,76,85,63,60,86,86,71,132
ENSG00000137265.14,IRF4,1231,1469,1324,1340,1532,864,492.001,510,881.001,604,491,850,763
ENSG00000137266.14,SLC22A23,149,139,51,181,155,51,49,71,71,70,94,67,61
ENSG00000137267.5,TUBB2A,23,29.017,13,17,23.799,4,4,14,4.008,17,34,13.217,18
ENSG00000137269.14,LRRC1,61,65,46,81,51,43.999,26,38,56,38,18,42,43
ENSG00000137270.10,GCM1,18,7,33,32,38,17,35,16,8,31,29,13,16
ENSG00000137273.3,FOXF2,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000137274.12,BPHL,63,104.999,44,83.999,101.999,51.001,36.999,29.001,45.001,40,29,24.001,22
ENSG00000137275.13,RIPK1,1306,2160,1633,2042,1906,1021,1058,541,1344.999,1024,1025,1279,995
ENSG00000137285.9,TUBB2B,0,0,0,0,5.218,0,0,0,0,0,0,2.783,0
ENSG00000137288.9,UQCC2,232,367.999,139,261,311,121,88,59,142,62,55,158,82.001
ENSG00000137309.19,HMGA1,1140,1630,943,1347,1244,372,418,400.999,410,474,448,399,238.001
ENSG00000137310.11,TCF19,179,215.999,141,232,260.001,100,61,88,97,98,151,119,96
ENSG00000137312.14,FLOT1,2447.999,4234.999,5242.001,4254,5766.999,1826.001,2731.999,1096,1722,2618.001,2361.001,1445,1946
ENSG00000137331.11,IER3,406,771,1106,604,748,609,502,396,813,409,2023,260,415
ENSG00000137337.14,MDC1,665.999,947.999,544.001,812,723,329,268,232,277,194.001,204.999,342.001,167.001
ENSG00000137338.5,PGBD1,19,39,14,38,27,11,12,13,12,18,9,9,25
ENSG00000137343.17,ATAT1,101,118,88,83.001,102,54,44,48.001,35,18,21,42,28.999
ENSG00000137364.4,TPMT,317,437,391,329,267,264,215,126,288,179,252,195,160
ENSG00000137392.9,CLPS,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137393.9,RNF144B,1736,2544,3245,2600,2078,1790,1950,1421,2132,2222,3201,2068,2424
ENSG00000137404.14,NRM,225,228,170,254,237,108.999,113,55.001,115,67,69,67,79
ENSG00000137409.18,MTCH1,1945,3246,2370,3054,3435,1284.001,1306,1299,1618.999,1540,1777,1312.001,1548.999
ENSG00000137411.16,VARS2,513.424,756.119,352.431,770.582,710.867,349.532,196.366,156.203,311.121,211,199.108,260.448,214.048
ENSG00000137413.15,TAF8,1171,1754,1179.999,1509.999,1210,936.001,736.001,496,895.999,703,772,969.001,668.001
ENSG00000137414.5,FAM8A1,3486,4409,8637,4069,4882,2725,3858,2253,3485,4110,5403,4070,3660
ENSG00000137434.11,C6orf52,0,2,1,0,0,0,0,1,0,0,0,0,0
ENSG00000137440.4,FGFBP1,2,1,0,0,0,1,1,0,3,0,1,0,0
ENSG00000137441.7,FGFBP2,1263,1046,925,938,648,398,134,354,628,387,367,529,213
ENSG00000137449.15,CPEB2,1092.999,1262.001,1679.999,1029,1157,802,1116,1225,1088,1808.001,1602,1180,1077
ENSG00000137460.8,FHDC1,68,88,133,95,147,45,63,36,65,41,56,48,82
ENSG00000137462.6,TLR2,5227,6960,6633,6060,7031,5698,5730,6496,4319,5403,11063,5922,7593
ENSG00000137463.4,MGARP,3,1.186,0,3,5,1,2,3,5,0,0,0,0
ENSG00000137473.17,TTC29,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137474.19,MYO7A,80,105.001,66,108,84,84.001,67.999,26,39.999,17,31,23,23
ENSG00000137478.14,FCHSD2,2241,2720,2656,2678,2559.001,1627.001,1551.999,1309.999,1103.001,1876.999,1803,1696,1568
ENSG00000137486.16,ARRB1,2701.001,4572,2911.999,4055,3542,2128,1845,1153.001,2348.001,1519,2114.999,1666,1900
ENSG00000137491.14,SLCO2B1,1,1,0,1,0,0,0,0,1,1,1,7,2
ENSG00000137492.7,PRKRIR,1388.972,2284.975,1277.898,1904.987,1600.956,1466.988,990.986,1048.997,1714.975,1614,1465.977,1103.955,1002.99
ENSG00000137494.13,ANKRD42,176.001,219.746,132.724,228,166.555,169,124.001,116,60.027,151,73.042,86.805,119
ENSG00000137496.17,IL18BP,515.999,628.001,429.001,596.999,531.001,211,223,205.999,165,191.001,216.001,280,211.999
ENSG00000137497.17,NUMA1,6221,8200,5335.999,7617,6267,2545,2323,1482.002,2369.001,2003,2054,2419.998,1727
ENSG00000137500.9,CCDC90B,437,703.001,406,580,474.998,370.001,336.001,226.001,410,264,211.001,358,218.001
ENSG00000137501.16,SYTL2,696.999,1284.999,796.999,884.001,587.001,889.999,319.001,769.999,532.001,301,444.999,685.998,397.999
ENSG00000137502.9,RAB30,812.999,692.001,703,898.999,734.001,463,328,526.001,527,733,597,442.999,344
ENSG00000137504.13,CREBZF,2284.999,3075,1730,2582,2570,1293.001,962.001,1187,1150.999,873,1229,1255.999,1027
ENSG00000137507.11,LRRC32,13,11,4,19,11,4,3,3,4,9,17,1,3
ENSG00000137509.10,PRCP,1570,2712.001,2180,2408,2176,1916,2187,1007.999,2360.999,1745,1602,1343.001,1962
ENSG00000137513.9,NARS2,129,251,87,213,163,134,98,108,146,109,69.001,110,102
ENSG00000137522.17,RNF121,238.001,352,223.001,327.001,277.001,191.998,118.999,119,134,106,129.001,146.001,118
ENSG00000137547.8,MRPL15,151,222,158,165,159,151,125,62,175,87,79,93,97
ENSG00000137558.7,PI15,0,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000137561.4,TTPA,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137563.11,GGH,9,21,22,20,36,18,23,31,37,20,24,17,27
ENSG00000137571.10,SLCO5A1,29,31,30,32,47,12,28,19,23,25,8,10,11
ENSG00000137573.13,SULF1,0,2,3,0,0,0,1,0,0,0,0,0,0
ENSG00000137574.10,TGS1,639,877,639,776,516,440,362,227,427,309,310.999,393,230
ENSG00000137575.11,SDCBP,9148.002,14968.001,17883.001,13292.999,15857.999,11577.001,14913.001,9075.999,17028.999,20657,17384,11432.001,16404.999
ENSG00000137601.15,NEK1,335,424.999,382,420.999,384.001,330,240,196,290,233.999,250.001,256.999,261.999
ENSG00000137628.16,DDX60,1755,2926,2478,2653,2415,2116,2432.001,761.001,3615,853.999,4989,3636,1778.001
ENSG00000137634.9,NXPE4,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137642.12,SORL1,48569.999,78744.002,99684.001,73812,102642,54255.002,61922.998,33811,61911,53769.998,59272,57083,81111.999
ENSG00000137648.16,TMPRSS4,0,1,0,3,0,2,0,0,2,1,0,0,0
ENSG00000137656.11,BUD13,306,459,291,355,321,156,157,47,123,42,70,160,86
ENSG00000137672.12,TRPC6,18,34,27,23,67,6,6,50,20,13,32,4,21
ENSG00000137673.8,MMP7,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137674.3,MMP20,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137675.4,MMP27,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000137691.12,C11orf70,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137692.11,DCUN1D5,160.999,261.999,124.999,200,257.001,103.001,80,75,198,130,68,84,68
ENSG00000137693.13,YAP1,3,1,1,0,1,2,1,0,0,0,0,0,0
ENSG00000137699.16,TRIM29,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137700.16,SLC37A4,279,409,208,376.001,336,137,102,67.001,107,88,86,122,94
ENSG00000137707.13,BTG4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137709.9,POU2F3,0,0,1,0,0,0,1,0,0,4,0,0,1
ENSG00000137710.14,RDX,379.999,433,343,380,288,380,309,218,278.999,255,260,244,237
ENSG00000137713.15,PPP2R1B,638,794.999,529,676,711,590,366,347,645,458,433.001,537,469
ENSG00000137714.2,FDX1,394,398,242,370,238,220,177,115,338,227,217,214,153
ENSG00000137720.7,C11orf1,33.999,39,29.999,20,35,12,21,19,28,21.001,28,21,6
ENSG00000137726.15,FXYD6,86,79,69,118,51,88.999,60,28,51,41,52,31,39
ENSG00000137727.12,ARHGAP20,4,4,1,0,3,6,6,4,0,3,8,0,5
ENSG00000137731.13,FXYD2,7,19,4.656,25,27,13,9,5,14,12,2,12,10
ENSG00000137745.11,MMP13,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137747.14,TMPRSS13,30,72,30,58,58,24,22,19,29,16,21,37,24
ENSG00000137752.22,CASP1,2927.001,5754.055,5188.619,4675.6,4605.507,3173.632,3245.819,1273.551,3258.972,2106.999,2981.222,3435.001,2963.466
ENSG00000137757.10,CASP5,154.999,270.001,365,259,372,112.999,212,33,71,83,216,242.999,130.999
ENSG00000137760.14,ALKBH8,179,245,162,239,184,147,118,81,127.999,75,64,136.001,99
ENSG00000137764.19,MAP2K5,285,399.001,275.999,301,263,131,119,121.999,153,190,123,175,123
ENSG00000137766.16,UNC13C,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000137767.13,SQRDL,1167,2373.999,1893.001,2110,2099,981.001,1200.001,440.001,1933,1244,1289.999,1101.999,1213
ENSG00000137770.13,CTDSPL2,1289.001,1517.999,1292,1387.001,949,1160.001,874.001,1151,762,1399.999,1388,1034.999,858
ENSG00000137776.16,SLTM,1225.001,1580.001,1515,1590.999,1173.001,709.999,725.001,502.001,567,546.998,485.001,802,458.998
ENSG00000137801.10,THBS1,1046,3281,1086.001,956,1602.999,3256,600,2663,1813,1460,2248,221,1176
ENSG00000137802.13,MAPKBP1,775.001,1137,572.001,1008.999,938.001,437,332,248,441,241.999,279,348,360
ENSG00000137804.12,NUSAP1,63.001,47.999,82,70,65.001,31,37,66.001,30,37,38,51.001,34
ENSG00000137806.8,NDUFAF1,143,245.999,143,186,192,153,106.001,29,181.999,58.999,40,140.001,147.001
ENSG00000137807.13,KIF23,12,41,26,28,47,35,26,22,18,12,27,18,40
ENSG00000137808.12,RP11-809H16.2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137809.16,ITGA11,9,20,1,1,2,2,1,0,1,0,2,12,4
ENSG00000137812.19,CASC5,106,92,105,104,76,80,31,105.001,67,68,86,69,56
ENSG00000137814.9,HAUS2,306,420.998,284,360,336,342,225.001,221.001,386,364,283,236.001,156
ENSG00000137815.14,RTF1,1202,1879.001,1678,1671.999,1449,940,964.001,755,796,1383,1024,756,770
ENSG00000137817.16,PARP6,866,1421.002,752.001,1346,1082.999,654.001,558,554.999,427.999,630,690,587,488.001
ENSG00000137818.11,RPLP1,7635,14901.999,6221,9616,10756,3176.001,4190,2118,6587,3936,2084,3412.999,1700
ENSG00000137819.13,PAQR5,1,11,15,7,2,1,5,5,6,5,2,3,3
ENSG00000137821.11,LRRC49,3,3,2,0,5,4,0,0,3,0,3,0,0
ENSG00000137822.12,TUBGCP4,530.001,505,361.001,555.001,521,343.001,204,243,231.001,177.001,230,266.002,236
ENSG00000137824.15,RMDN3,321.001,520,279,388.999,383,215,163.001,130,324.999,125,133.999,165,84
ENSG00000137825.10,ITPKA,3,6,4,3,8,0,3,3,2,0,0,0,0
ENSG00000137831.14,UACA,47.001,75.999,67.001,62,31,33,27,34,24.001,18,18,30,37
ENSG00000137834.14,SMAD6,11,33,21,25,23,17,10,17,14,24,73,3,14
ENSG00000137841.11,PLCB2,7486,11554,8625.001,11314.999,11443,4808,5349.001,2739.001,3761,4302.999,4229,3653,4873.001
ENSG00000137842.6,TMEM62,233,289,198.999,253,264.001,172.999,152.001,118.999,121.999,136.999,214,220.001,127
ENSG00000137843.11,PAK6,57,54,4.341,4.998,14.419,1,0,3.364,2.64,0,3.179,0,0
ENSG00000137845.14,ADAM10,5608.001,7678,7505,6919,4941.999,6841,5738.999,3811.001,5295.999,6453.001,5665.998,5677.001,5147.001
ENSG00000137857.17,DUOX1,2,24,8,8,8,0,2,8,0,7,7,4,0
ENSG00000137860.11,SLC28A2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137868.18,STRA6,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000137869.13,CYP19A1,0,1,2,0,0,0,0,0,0,0,2,0,6
